深证A股,000851,高鸿股份,1998-06-09
深证A股,000852,石化机械,1998-11-26
深证A股,000856,冀东装备,1998-08-13
深证A股,000858,五 粮 液,1998-04-27
深证A股,000859,国风新材,1998-11-19
深证A股,000860,顺鑫农业,1998-11-04
深证A股,000861,海印股份,1998-10-28
深证A股,000862,银星能源,1998-09-15
深证A股,000863,三湘印象,1997-09-25
深证A股,000868,安凯客车,1997-07-25
深证A股,000869,张  裕Ａ,2000-10-26
深证A股,000875,吉电股份,2002-09-26
深证A股,000876,新 希 望,1998-03-11
深证A股,000877,天山股份,1999-01-07
深证A股,000878,云南铜业,1998-06-02
深证A股,000880,潍柴重机,1998-04-02
深证A股,000881,中广核技,1998-09-02
深证A股,000882,华联股份,1998-06-16
深证A股,000883,湖北能源,1998-05-19
深证A股,000885,城发环境,1999-03-19
深证A股,000886,海南高速,1998-01-23
深证A股,000887,中鼎股份,1998-12-03
深证A股,000888,峨眉山Ａ,1997-10-21
深证A股,000889,ST中嘉,1997-12-18
深证A股,000890,法尔胜,1999-01-19
深证A股,000892,欢瑞世纪,1999-01-15
深证A股,000893,亚钾国际,1998-12-24
深证A股,000895,双汇发展,1998-12-10
深证A股,000897,津滨发展,1999-04-22
深证A股,000898,鞍钢股份,1997-12-25
深证A股,000899,赣能股份,1997-11-26
深证A股,000900,现代投资,1999-01-28
深证A股,000901,航天科技,1999-04-01
深证A股,000902,新洋丰,1999-04-08
深证A股,000903,云内动力,1999-04-15
深证A股,000905,厦门港务,1999-04-29
深证A股,000906,浙商中拓,1999-07-07
深证A股,000908,景峰医药,1999-02-03
深证A股,000909,ST数源,1999-05-07
深证A股,000910,大亚圣象,1999-06-30
深证A股,000911,广农糖业,1999-05-27
深证A股,000912,泸天化,1999-06-03
深证A股,000913,钱江摩托,1999-05-14
深证A股,000915,华特达因,1999-06-09
深证A股,000917,电广传媒,1999-03-25
深证A股,000919,金陵药业,1999-11-18
深证A股,000920,沃顿科技,1999-06-16
深证A股,000921,海信家电,1999-07-13
深证A股,000922,佳电股份,1999-06-18
深证A股,000923,河钢资源,1999-07-14
深证A股,000925,众合科技,1999-06-11
深证A股,000926,福星股份,1999-06-18
深证A股,000927,中国铁物,1999-07-27
深证A股,000928,中钢国际,1999-03-12
深证A股,000929,兰州黄河,1999-06-23
深证A股,000930,中粮科技,1999-07-12
深证A股,000931,中 关 村,1999-07-12
深证A股,000932,华菱钢铁,1999-08-03
深证A股,000933,神火股份,1999-08-31
深证A股,000935,四川双马,1999-08-24
深证A股,000936,华西股份,1999-08-10
深证A股,000937,冀中能源,1999-09-09
深证A股,000938,紫光股份,1999-11-04
深证A股,000948,南天信息,1999-10-14
深证A股,000949,新乡化纤,1999-10-21
深证A股,000950,重药控股,1999-09-16
深证A股,000951,中国重汽,1999-11-25
深证A股,000952,广济药业,1999-11-12
深证A股,000953,河化股份,1999-12-02
深证A股,000955,欣龙控股,1999-12-09
深证A股,000957,中通客车,2000-01-13
深证A股,000958,电投产融,1999-12-23
深证A股,000959,首钢股份,1999-12-16
深证A股,000960,锡业股份,2000-02-21
深证A股,000961,中南建设,2000-03-01
深证A股,000962,东方钽业,2000-01-20
深证A股,000963,华东医药,2000-01-27
深证A股,000965,天保基建,2000-04-06
深证A股,000966,长源电力,2000-03-16
深证A股,000967,盈峰环境,2000-03-30
深证A股,000968,蓝焰控股,2000-06-22
深证A股,000969,安泰科技,2000-05-29
深证A股,000970,中科三环,2000-04-20
深证A股,000971,ST高升,2000-04-27
深证A股,000972,中基健康,2000-09-26
深证A股,000973,佛塑科技,2000-05-25
深证A股,000975,银泰黄金,2000-06-08
深证A股,000976,ST华铁,2000-06-01
深证A股,000977,浪潮信息,2000-06-08
深证A股,000978,桂林旅游,2000-05-18
深证A股,000980,众泰汽车,2000-06-16
深证A股,000981,山子股份,2000-06-22
深证A股,000982,中银绒业,2000-07-06
深证A股,000983,山西焦煤,2000-07-26
深证A股,000985,大庆华科,2000-07-26
深证A股,000987,越秀资本,2000-07-18
深证A股,000988,华工科技,2000-06-08
深证A股,000989,九 芝 堂,2000-06-28
深证A股,000990,诚志股份,2000-07-06
深证A股,000993,闽东电力,2000-07-31
深证A股,000995,皇台酒业,2000-08-07
深证A股,000996,*ST中期,2000-07-18
深证A股,000997,新 大 陆,2000-08-07
深证A股,000998,隆平高科,2000-12-11
深证A股,000999,华润三九,2000-03-09
深证A股,001201,东瑞股份,2021-04-28
深证A股,001202,炬申股份,2021-04-29
深证A股,001203,大中矿业,2021-05-10
深证A股,001205,盛航股份,2021-05-13
深证A股,001206,依依股份,2021-05-18
深证A股,001207,联科科技,2021-06-23
深证A股,001208,华菱线缆,2021-06-24
深证A股,001209,洪兴股份,2021-07-23
深证A股,001210,金房能源,2021-07-29
深证A股,001211,双枪科技,2021-08-05
深证A股,001212,中旗新材,2021-08-23
深证A股,001213,中铁特货,2021-09-08
深证A股,001215,千味央厨,2021-09-06
深证A股,001216,华瓷股份,2021-10-19
深证A股,001217,华尔泰,2021-09-29
深证A股,001218,丽臣实业,2021-10-15
深证A股,001219,青岛食品,2021-10-21
深证A股,001222,源飞宠物,2022-08-18
深证A股,001223,欧克科技,2022-12-12
深证A股,001225,和泰机电,2023-02-22
深证A股,001226,拓山重工,2022-06-22
深证A股,001227,兰州银行,2022-01-17
深证A股,001228,永泰运,2022-04-29
深证A股,001229,魅视科技,2022-08-08
深证A股,001230,劲旅环境,2022-07-15
深证A股,001231,农心科技,2022-08-19
深证A股,001234,泰慕士,2022-01-11
深证A股,001236,弘业期货,2022-08-05
深证A股,001238,浙江正特,2022-09-19
深证A股,001255,博菲电气,2022-09-30
深证A股,001256,炜冈科技,2022-12-05
深证A股,001258,立新能源,2022-07-27
深证A股,001259,利仁科技,2022-08-31
深证A股,001260,坤泰股份,2023-02-16
深证A股,001266,宏英智能,2022-02-28
深证A股,001267,汇绿生态,2021-11-17
深证A股,001268,联合精密,2022-06-30
深证A股,001269,欧晶科技,2022-09-30
深证A股,001270,铖昌科技,2022-06-06
深证A股,001278,一彬科技,2023-03-08
深证A股,001282,三联锻造,2023-05-24
深证A股,001283,豪鹏科技,2022-09-05
深证A股,001286,陕西能源,2023-04-10
深证A股,001287,中电港,2023-04-10
深证A股,001288,运机集团,2021-11-01
深证A股,001289,龙源电力,2022-01-24
深证A股,001296,长江材料,2021-12-24
深证A股,001298,好上好,2022-10-31
深证A股,001299,美能能源,2022-10-31
深证A股,001300,三柏硕,2022-10-19
深证A股,001301,尚太科技,2022-12-28
深证A股,001306,夏厦精密,2023-11-16
深证A股,001308,康冠科技,2022-03-18
深证A股,001309,德明利,2022-07-01
深证A股,001311,多利科技,2023-02-27
深证A股,001313,粤海饲料,2022-02-16
深证A股,001314,亿道信息,2023-02-14
深证A股,001316,润贝航科,2022-06-24
深证A股,001317,三羊马,2021-11-30
深证A股,001318,阳光乳业,2022-05-20
深证A股,001319,铭科精技,2022-05-12
深证A股,001322,箭牌家居,2022-10-26
深证A股,001323,慕思股份,2022-06-23
深证A股,001324,长青科技,2023-05-22
深证A股,001326,联域股份,2023-11-09
深证A股,001328,登康口腔,2023-04-10
深证A股,001330,博纳影业,2022-08-18
深证A股,001331,胜通能源,2022-09-08
深证A股,001332,锡装股份,2022-09-20
深证A股,001333,光华股份,2022-12-08
深证A股,001336,楚环科技,2022-07-25
深证A股,001337,四川黄金,2023-03-03
深证A股,001338,永顺泰,2022-11-16
深证A股,001339,智微智能,2022-08-15
深证A股,001360,南矿集团,2023-04-10
深证A股,001366,播恩集团,2023-03-07
深证A股,001367,海森药业,2023-04-10
深证A股,001368,通达创智,2023-03-13
深证A股,001373,翔腾新材,2023-06-01
深证A股,001376,百通能源,2023-11-03
深证A股,001378,德冠新材,2023-10-30
深证A股,001380,华纬科技,2023-05-16
深证A股,001696,宗申动力,1997-03-06
深证A股,001872,招商港口,1993-05-05
深证A股,001896,豫能控股,1998-01-22
深证A股,001914,招商积余,1994-09-28
深证A股,001965,招商公路,2017-12-25
深证A股,001979,招商蛇口,2015-12-30
深证A股,002001,新 和 成,2004-06-25
深证A股,002002,ST鸿达,2004-06-25
深证A股,002003,伟星股份,2004-06-25
深证A股,002004,华邦健康,2004-06-25
深证A股,002005,ST德豪,2004-06-25
深证A股,002006,精工科技,2004-06-25
深证A股,002007,华兰生物,2004-06-25
深证A股,002008,大族激光,2004-06-25
深证A股,002009,天奇股份,2004-06-29
深证A股,002010,传化智联,2004-06-29
深证A股,002011,盾安环境,2004-07-05
深证A股,002012,凯恩股份,2004-07-05
深证A股,002014,永新股份,2004-07-08
深证A股,002015,协鑫能科,2004-07-08
深证A股,002016,世荣兆业,2004-07-08
深证A股,002017,东信和平,2004-07-13
深证A股,002019,亿帆医药,2004-07-13
深证A股,002020,京新药业,2004-07-15
深证A股,002021,*ST中捷,2004-07-15
深证A股,002022,科华生物,2004-07-21
深证A股,002023,海特高新,2004-07-21
深证A股,002024,ST易购,2004-07-21
深证A股,002025,航天电器,2004-07-26
深证A股,002026,山东威达,2004-07-27
深证A股,002027,分众传媒,2004-08-04
深证A股,002028,思源电气,2004-08-05
深证A股,002029,七 匹 狼,2004-08-06
深证A股,002030,达安基因,2004-08-09
深证A股,002031,巨轮智能,2004-08-16
深证A股,002032,苏 泊 尔,2004-08-17
深证A股,002033,丽江股份,2004-08-25
深证A股,002034,旺能环境,2004-08-26
深证A股,002035,华帝股份,2004-09-01
深证A股,002036,联创电子,2004-09-03
深证A股,002037,保利联合,2004-09-08
深证A股,002038,双鹭药业,2004-09-09
深证A股,002039,黔源电力,2005-03-03
深证A股,002040,南 京 港,2005-03-25
深证A股,002041,登海种业,2005-04-18
深证A股,002042,华孚时尚,2005-04-27
深证A股,002043,兔 宝 宝,2005-05-10
深证A股,002044,美年健康,2005-05-18
深证A股,002045,国光电器,2005-05-23
深证A股,002046,国机精工,2005-05-26
深证A股,002047,宝鹰股份,2005-05-31
深证A股,002048,宁波华翔,2005-06-03
深证A股,002049,紫光国微,2005-06-06
深证A股,002050,三花智控,2005-06-07
深证A股,002051,中工国际,2006-06-19
深证A股,002052,ST同洲,2006-06-27
深证A股,002053,云南能投,2006-06-27
深证A股,002054,德美化工,2006-07-25
深证A股,002055,得润电子,2006-07-25
深证A股,002056,横店东磁,2006-08-02
深证A股,002057,中钢天源,2006-08-02
深证A股,002058,威尔泰,2006-08-02
深证A股,002059,云南旅游,2006-08-10
深证A股,002060,粤 水 电,2006-08-10
深证A股,002061,浙江交科,2006-08-16
深证A股,002062,宏润建设,2006-08-16
深证A股,002063,远光软件,2006-08-23
深证A股,002064,华峰化学,2006-08-23
深证A股,002065,东华软件,2006-08-23
深证A股,002066,瑞泰科技,2006-08-23
深证A股,002067,景兴纸业,2006-09-15
深证A股,002068,黑猫股份,2006-09-15
深证A股,002069,獐子岛,2006-09-28
深证A股,002072,凯瑞德,2006-10-18
深证A股,002073,软控股份,2006-10-18
深证A股,002074,国轩高科,2006-10-18
深证A股,002075,沙钢股份,2006-10-25
深证A股,002076,星光股份,2006-10-25
深证A股,002077,大港股份,2006-11-16
深证A股,002078,太阳纸业,2006-11-16
深证A股,002079,苏州固锝,2006-11-16
深证A股,002080,中材科技,2006-11-20
深证A股,002081,金 螳 螂,2006-11-20
深证A股,002082,万邦德,2006-11-20
深证A股,002083,孚日股份,2006-11-24
深证A股,002084,海鸥住工,2006-11-24
深证A股,002085,万丰奥威,2006-11-28
深证A股,002086,*ST东洋,2006-11-28
深证A股,002087,*ST新纺,2006-11-30
深证A股,002088,鲁阳节能,2006-11-30
深证A股,002089,*ST新海,2006-11-30
深证A股,002090,金智科技,2006-12-08
深证A股,002091,江苏国泰,2006-12-08
深证A股,002092,中泰化学,2006-12-08
深证A股,002093,国脉科技,2006-12-15
深证A股,002094,青岛金王,2006-12-15
深证A股,002095,生 意 宝,2006-12-15
深证A股,002096,易普力,2006-12-22
深证A股,002097,山河智能,2006-12-22
深证A股,002098,浔兴股份,2006-12-22
深证A股,002099,海翔药业,2006-12-26
深证A股,002100,天康生物,2006-12-26
深证A股,002101,广东鸿图,2006-12-29
深证A股,002102,冠福股份,2006-12-29
深证A股,002103,广博股份,2007-01-10
深证A股,002104,恒宝股份,2007-01-10
深证A股,002105,信隆健康,2007-01-12
深证A股,002106,莱宝高科,2007-01-12
深证A股,002107,沃华医药,2007-01-24
深证A股,002108,沧州明珠,2007-01-24
深证A股,002109,兴化股份,2007-01-26
深证A股,002110,三钢闽光,2007-01-26
深证A股,002111,威海广泰,2007-01-26
深证A股,002112,三变科技,2007-02-08
深证A股,002114,罗平锌电,2007-02-15
深证A股,002115,三维通信,2007-02-15
深证A股,002116,中国海诚,2007-02-15
深证A股,002117,东港股份,2007-03-02
深证A股,002119,康强电子,2007-03-02
深证A股,002120,韵达股份,2007-03-06
深证A股,002121,科陆电子,2007-03-06
深证A股,002122,汇洲智能,2007-03-28
深证A股,002123,梦网科技,2007-03-28
深证A股,002124,天邦食品,2007-04-03
深证A股,002125,湘潭电化,2007-04-03
深证A股,002126,银轮股份,2007-04-18
深证A股,002127,南极电商,2007-04-18
深证A股,002128,电投能源,2007-04-18
深证A股,002129,TCL中环,2007-04-20
深证A股,002130,沃尔核材,2007-04-20
深证A股,002131,利欧股份,2007-04-27
深证A股,002132,恒星科技,2007-04-27
深证A股,002133,广宇集团,2007-04-27
深证A股,002134,天津普林,2007-05-16
深证A股,002135,东南网架,2007-05-30
深证A股,002136,安 纳 达,2007-05-30
深证A股,002137,实益达,2007-06-13
深证A股,002138,顺络电子,2007-06-13
深证A股,002139,拓邦股份,2007-06-29
深证A股,002140,东华科技,2007-07-12
深证A股,002141,贤丰控股,2007-07-20
深证A股,002142,宁波银行,2007-07-19
深证A股,002144,宏达高科,2007-08-03
深证A股,002145,中核钛白,2007-08-03
深证A股,002146,荣盛发展,2007-08-08
深证A股,002148,北纬科技,2007-08-10
深证A股,002149,西部材料,2007-08-10
深证A股,002150,通润装备,2007-08-10
深证A股,002151,北斗星通,2007-08-13
深证A股,002152,广电运通,2007-08-13
